results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/languageCode,results/resultEndTime,results/alternatives/0/words/1/endTime,results/alternatives/0/words/1/startTime,results/alternatives/0/words/1/word,results/alternatives/0/words/2/endTime,results/alternatives/0/words/2/startTime,results/alternatives/0/words/2/word,results/alternatives/0/words/3/endTime,results/alternatives/0/words/3/startTime,results/alternatives/0/words/3/word,results/alternatives/0/words/4/endTime,results/alternatives/0/words/4/startTime,results/alternatives/0/words/4/word,results/alternatives/0/words/5/endTime,results/alternatives/0/words/5/startTime,results/alternatives/0/words/5/word,results/alternatives/0/words/6/endTime,results/alternatives/0/words/6/startTime,results/alternatives/0/words/6/word,results/alternatives/0/words/7/endTime,results/alternatives/0/words/7/startTime,results/alternatives/0/words/7/word,results/alternatives/0/words/8/endTime,results/alternatives/0/words/8/startTime,results/alternatives/0/words/8/word,results/alternatives/0/words/9/endTime,results/alternatives/0/words/9/startTime,results/alternatives/0/words/9/word,results/alternatives/0/words/10/endTime,results/alternatives/0/words/10/startTime,results/alternatives/0/words/10/word,results/alternatives/0/words/11/endTime,results/alternatives/0/words/11/startTime,results/alternatives/0/words/11/word,results/alternatives/0/words/12/endTime,results/alternatives/0/words/12/startTime,results/alternatives/0/words/12/word,results/alternatives/0/words/13/endTime,results/alternatives/0/words/13/startTime,results/alternatives/0/words/13/word,results/alternatives/0/words/14/endTime,results/alternatives/0/words/14/startTime,results/alternatives/0/words/14/word,results/alternatives/0/words/15/endTime,results/alternatives/0/words/15/startTime,results/alternatives/0/words/15/word,results/alternatives/0/words/16/endTime,results/alternatives/0/words/16/startTime,results/alternatives/0/words/16/word,results/alternatives/0/words/17/endTime,results/alternatives/0/words/17/startTime,results/alternatives/0/words/17/word,results/alternatives/0/words/18/endTime,results/alternatives/0/words/18/startTime,results/alternatives/0/words/18/word,results/alternatives/0/words/19/endTime,results/alternatives/0/words/19/startTime,results/alternatives/0/words/19/word,results/alternatives/0/words/20/endTime,results/alternatives/0/words/20/startTime,results/alternatives/0/words/20/word
0.96399021, acoso,363.900s,363s,acoso,es-es,364.230s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.78313524, acostar,366.400s,365.500s,acostar,es-es,366.760s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95194709, acostumbrado acostumbrada,369.400s,368.200s,acostumbrado,es-es,371.390s,371.100s,369.400s,acostumbrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acostumbrar,373.400s,372.200s,acostumbrar,es-es,373.740s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acrecentar,376.300s,375.100s,acrecentar,es-es,376.630s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acreditado acreditada,379s,377.800s,acreditado,es-es,380.630s,380.300s,379s,acreditada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acreditar,382.900s,381.800s,acreditar,es-es,383.350s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acreedor acreedora,386.100s,385s,acreedor,es-es,388.040s,387.700s,386.100s,acreedora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acrobacia,390s,388.800s,acrobacia,es-es,390.340s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acróbata,392.600s,391.600s,acróbata,es-es,392.910s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95630968, acrobático acrobática,394.900s,393.800s,acrobático,es-es,396.650s,396.300s,394.900s,acrobática,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acta,398.800s,398s,acta,es-es,399.180s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, actitud,401.500s,400.500s,actitud,es-es,401.940s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, activar,404s,403s,activar,es-es,404.350s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, actividad,406.700s,405.600s,actividad,es-es,407.100s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, activo activa,409.200s,408.300s,activo,es-es,410.880s,410.500s,409.200s,activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96172476, acto,413s,412.100s,acto,es-es,413.330s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, actor,415.100s,414.200s,actor,es-es,415.500s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, actriz,417.200s,416.300s,actriz,es-es,417.660s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, actuación,419.500s,418.500s,actuación,es-es,419.890s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, actual,421.900s,420.900s,actual,es-es,422.320s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, actualidad,424.500s,423.400s,actualidad,es-es,424.820s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, actualizar,427.200s,426.100s,actualizar,es-es,427.590s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, actuar,430.400s,429.400s,actuar,es-es,430.740s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7186287, acuarela,433.200s,432.200s,acuarela,es-es,433.540s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acuario,435.800s,434.900s,acuario,es-es,436.170s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.88898301, acuático acuática,438.500s,437.500s,acuático,es-es,440.180s,439.800s,438.500s,acuática,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acudir,442.500s,441.600s,acudir,es-es,442.910s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acueducto,445.300s,444.200s,acueducto,es-es,445.690s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acuerdo,448.300s,447.300s,acuerdo,es-es,448.600s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94213504, acumulación,450.800s,449.600s,acumulación,es-es,451.220s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acumular,453.300s,452.300s,acumular,es-es,453.680s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acupuntura,456.200s,455s,acupuntura,es-es,456.540s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, acupunturista,459.100s,457.800s,acupunturista,es-es,459.460s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82289058, acusación,462.100s,461s,acusación,es-es,462.480s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.77448344, acusado acusada,465.100s,464.200s,acusado,es-es,466.940s,466.600s,465.100s,acusada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9615159, acusador acusadora,469.700s,468.600s,acusador,es-es,471.540s,471.200s,469.700s,acusadora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9554798, acusar,474.100s,473.100s,acusar,es-es,474.460s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7612164, acústico acústica,477.200s,476s,acústico,es-es,479.200s,478.800s,477.200s,acústica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adaptación,482s,480.800s,adaptación,es-es,482.310s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9597249, adaptar,484.600s,483.600s,adaptar,es-es,484.960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adecuado adecuada,487.900s,486.900s,adecuado,es-es,489.840s,489.400s,487.900s,adecuada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adelantado adelantada,492.400s,491.300s,adelantado,es-es,494.070s,493.800s,492.400s,adelantada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adelantar,496.700s,495.600s,adelantar,es-es,497.060s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adelante,499.700s,498.700s,adelante,es-es,500.060s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adelgazar,505.300s,504.300s,adelgazar,es-es,505.730s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, además,510.600s,509.700s,además,es-es,510.960s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adentro,513.300s,512.400s,adentro,es-es,513.700s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adherir,516s,515.100s,adherir,es-es,516.410s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adhesivo adhesiva,521.300s,520.300s,adhesivo,es-es,522.930s,522.600s,521.300s,adhesiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.70895416, adicción,524.700s,523.700s,adicción,es-es,525.050s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adicional,527s,525.900s,adicional,es-es,527.360s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adicto adicta,529.400s,528.500s,adicto,es-es,530.980s,530.600s,529.400s,adicta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adiestrar,533.300s,532.200s,adiestrar,es-es,533.610s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adiós,535.900s,535s,adiós,es-es,536.200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adivinación,539s,537.800s,adivinación,es-es,539.300s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adivinanza,541.600s,540.500s,adivinanza,es-es,541.970s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adivinar,544.600s,543.600s,adivinar,es-es,544.980s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adivino adivina,547.200s,546.300s,adivino,es-es,549.020s,548.700s,547.200s,adivina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adjetivo,551.500s,550.500s,adjetivo,es-es,551.880s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adjudicar,554.300s,553.100s,adjudicar,es-es,554.660s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adjuntar,557.100s,556s,adjuntar,es-es,557.500s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8919512, adjunto adjunta,559.700s,558.700s,adjunto,es-es,561.680s,561.400s,559.700s,adjunta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, administración,564.700s,563.400s,administración,es-es,565.100s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91493511, administrador administradora,568.200s,566.900s,administrador,es-es,569.990s,569.700s,568.200s,administradora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, administrar,572.900s,571.700s,administrar,es-es,573.290s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.81110263, administrativo administrativa,576.100s,574.900s,administrativo,es-es,578.170s,577.900s,576.100s,administrativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, admirable,581s,580s,admirable,es-es,581.350s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, admiración,584.100s,583s,admiración,es-es,584.540s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87223887, adulador admiradora,587.200s,586.200s,adulador,es-es,589.360s,589s,587.200s,admiradora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.53898704, admirar,592.100s,591.200s,admirar,es-es,592.500s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, admisión,595.500s,594.500s,admisión,es-es,595.890s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, admitir,598.400s,597.400s,admitir,es-es,598.780s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adolecer,601.900s,600.800s,adolecer,es-es,602.250s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adolescencia,604.700s,603.400s,adolescencia,es-es,605.050s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adolescente,607.500s,606.300s,adolescente,es-es,607.820s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.49407122, star,616s,615.100s,star,es-es,616.450s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adoptivo adoptiva,618.500s,617.500s,adoptivo,es-es,620.430s,620.100s,618.500s,adoptiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adorar,622.800s,622s,adorar,es-es,623.250s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adormecer,625.700s,624.700s,adormecer,es-es,626.050s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adornar,628.500s,627.600s,adornar,es-es,628.950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adorno,631.400s,630.500s,adorno,es-es,631.710s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adquirir,634.300s,633.300s,adquirir,es-es,634.690s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, artificial,637.400s,636.200s,artificial,es-es,637.710s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adquisitivo,640.400s,639.400s,adquisitivo,es-es,640.860s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.41057578, akicity va,642.300s,641.300s,akicity,es-es,642.740s,642.500s,642.300s,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.71198714, adscribir,646.100s,645s,adscribir,es-es,646.520s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96054131, escrito a escrita,649.200s,648.100s,escrito,es-es,651.040s,650.100s,649.200s,a,650.600s,650.100s,escrita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36480111, Luana,653.800s,652.900s,Luana,es-es,654.170s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, aduanero aduanera,656.800s,655.800s,aduanero,es-es,658.650s,658.400s,656.800s,aduanera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80781877, aducir,661.500s,660.500s,aducir,es-es,661.940s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adueñarse,664.600s,663.600s,adueñarse,es-es,665.070s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adulador,667.900s,666.800s,adulador,es-es,668.310s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, aduladora,669.700s,668.700s,aduladora,es-es,670.080s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.55311173, anular,672.800s,671.900s,anular,es-es,673.200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adulon,676s,675.100s,adulon,es-es,676.430s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.59115767, adulona,677.800s,676.800s,adulona,es-es,678.080s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adulterio,680.800s,679.700s,adulterio,es-es,681.150s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adulto adulta,683.600s,682.700s,adulto,es-es,685.500s,685.100s,683.600s,adulta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.78481722, advenir,688s,687s,advenir,es-es,688.400s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adverbial,691s,690s,adverbial,es-es,691.460s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adverbio,694.200s,693.200s,adverbio,es-es,694.480s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.79793072, adversario adversaria,697.100s,696s,adversario,es-es,698.980s,698.600s,697.100s,adversaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.17682759, felicidad,702s,700.900s,felicidad,es-es,702.330s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, adverso adversa,704.800s,703.800s,adverso,es-es,706.370s,706s,704.800s,adversa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, advertencia,708.600s,707.500s,advertencia,es-es,709.050s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.33411857, advertir,711.400s,710.400s,advertir,es-es,711.750s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76125389, aéreo aéreo,714s,713s,aéreo,es-es,715.750s,715.400s,714s,aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, aeroespacial,718.200s,717.300s,aeroespacial,es-es,718.810s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.71053082, aerolínea,721.500s,720.400s,aerolínea,es-es,721.790s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, aeropuerto,729.300s,728.200s,aeropuerto,es-es,729.640s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75489438, apagarse,735.100s,734.100s,apagarse,es-es,735.590s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afectación,738.100s,737s,afectación,es-es,738.470s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85952598, Aceptar,741.400s,740.500s,Aceptar,es-es,741.860s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.54521358, acepto,744.300s,743.400s,acepto,es-es,744.760s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afectuoso,747.500s,746.300s,afectuoso,es-es,747.820s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94209111, afectuosa,749.200s,748.300s,afectuosa,es-es,749.730s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afeitar,752.600s,751.600s,afeitar,es-es,752.980s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afianzar,755.600s,754.600s,afianzar,es-es,756.020s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afición,758.600s,757.600s,afición,es-es,758.950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, aficionado aficionada,761.500s,760.500s,aficionado,es-es,763.520s,763.200s,761.500s,aficionada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, aficionar,766.200s,765.100s,aficionar,es-es,766.590s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75478399, afiliado afiliada,769.200s,768.200s,afiliado,es-es,771.030s,770.700s,769.200s,afiliada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.71320295, afín,773.500s,772.700s,afín,es-es,773.900s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afirmación,776.500s,775.400s,afirmación,es-es,776.890s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.67730188, afirmar,779.200s,778.300s,afirmar,es-es,779.620s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afirmativo,781.900s,780.800s,afirmativo,es-es,782.230s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afirmativa,783.900s,782.800s,afirmativa,es-es,784.230s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90819049, aflicción,786.900s,785.800s,aflicción,es-es,787.240s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afligir,789.700s,788.700s,afligir,es-es,790.140s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95355976, Andújar,792.700s,791.800s,Andújar,es-es,793.140s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afluencia,795.700s,794.600s,afluencia,es-es,795.950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, afluente,798.500s,797.500s,afluente,es-es,798.890s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
